,title,subtitle,price_unit,price,price_unit_2,price_2,type_size,bedrooms,suite,parking,description
3166,"QI 18 Bloco T, GUARA I, GUARA",,R$,1.100,m² R$,36,Aluguel Apartamento 30 m²,1 Quarto,,,"AP13845 - Apartamento para alugar com 1 quarto, 30m² - Qi 18, Ouro verde - Guara I, Df Para agendar visita, copie e col... 21/08/22"
3167,"CNB 03 Lote 01, TAGUATINGA NORTE, TAGUATINGA",ED. TERESÓPOLIS,R$,780,m² R$,15,Aluguel Apartamento 50 m²,2 Quartos,,,"Ótimo apartamento a 5 minutos da Avenida das Palmeiras, parada de ônibus, próximo ao comércio local (Riachuelo, Magazine... 21/08/22"
3168,"C 03/05, TAGUATINGA CENTRO, TAGUATINGA",,R$,1.400,m² R$,23,Aluguel Apartamento 60 m²,2 Quartos,1 Suíte,1 Vaga,"APARTAMENTO PARA ALUGUEL 2 QUARTOS EM TAGUATINGA CENTRO Situado em localização privilegiada ao lado do metrô, próximo ao... 21/08/22"
3169,"QSE Área Especial 22, TAGUATINGA SUL, TAGUATINGA",,R$,1.200,m² R$,17,Aluguel Apartamento 70 m²,2 Quartos,1 Suíte,,Alugo apartamento composto por: 02 Quartos sendo um suíte com varanda Sala com dois ambientes sendo um com varanda Co... 21/08/22
3170,"QE 40 Conjunto M, GUARA II, GUARA",,R$,1.500,m² R$,14,Aluguel Apartamento 105 m²,3 Quartos,1 Suíte,,"APARTAMENTO MUITO ESPAÇOSO, VENTILADO, REVITALIZADO COM PINTURA NOVA E TODAS AS LUMINÁRIAS NOVAS, POSSUI MUITA CLARIDADE... 21/08/22"
3171,"Rua 20, GUARA II, GUARA",,R$,1.200,m² R$,20,Aluguel Apartamento 60 m²,2 Quartos,,,Venha conhecer!!! QE 40 Rua 20 Lote 16 Apartamento 402 - Polo de Modas - Guará II - Brasília - DF. Alugo apartamen... 21/08/22
3172,"CCSW 4, SUDOESTE, BRASILIA",,R$,1.200,m² R$,48,Aluguel Kitnet 25 m²,1 Quarto,,,"Sala com estante, TV é Philco 32 , smart., mesa para computador e sofá; Copa com armários fogão, frigobar, microondas e ... 21/08/22"
3173,"SQS 212 Bloco J, ASA SUL, BRASILIA",,R$,14.000,m² R$,57,Aluguel Apartamento 245 m²,4 Quartos,,,"EXCELLENCE NEGÓCIOS IMOBILIÁRIOS Aluga; Ed Via Piemonte, quatro quartos transformado em três suítes, totalmente reforma... 21/08/22"
3174,"CA 11, LAGO NORTE, BRASILIA",,R$,1.700,m² R$,58,Aluguel Kitnet 29 m²,1 Quarto,1 Vaga,,"Kitnet com 1 quarto para alugar no CA 11 Ed. Next, Lago Norte. Brasília. 3 coisas que mais amamos nesta kitnete: Exclu... 21/08/22"
3175,"QI 31, GUARA II, GUARA",,R$,1.650,m² R$,24,Aluguel Apartamento 67 m²,2 Quartos,1 Vaga,,"Ótima opção nascente - SRIA QI 31 BLOCO 7 ED. RENATO DE SA JUNIOR Apartamento de canto com vista livre, sala ampla com ... 21/08/22"
3176,"SGCV, PARK SUL, BRASILIA",", Park Stúdios",R$,1.400,m² R$,53,Aluguel Apartamento 26 m²,1 Quarto,1 Suíte,1 Vaga,"Aluguel de kitnet/Stúdio, 26m2, no Park Sul, Guará-DF, mobiliada, Condomínio Park Stúdios. 1 quarto com vaga de garagem... 21/08/22"
3177,"Rua 5, SUL, AGUAS CLARAS",,R$,2.400,m² R$,36,Aluguel Apartamento 66 m²,3 Quartos,1 Suíte,1 Vaga,"MRC IMÓVEIS APRESENTA: 3 QUARTOS / 1 SUÍTE - 9. ANDAR - ARMÁRIOS Ótimo apartamento, 66m2, sala para 2 ambientes, 3 qu... 21/08/22"
3178,"CLN 305 Bloco B, ASA NORTE, BRASILIA",,R$,750,m² R$,25,Aluguel Kitnet 29 m²,1 Quarto,,,"Imóvel em excelente comércio local. Ante-sala, Sala, Copa, Banheiro. Obs: Condomínio Rateio Chaves na portaria. 01 Mês ... 21/08/22"
3179,"QN 120 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",,R$,1.200,m² R$,27,Aluguel Apartamento 44 m²,2 Quartos,1 Vaga,,"AP10258 - Apartamento para alugar com 2 quartos, 48m² - Qn 120 Conjunto 02 - Villa Di Franco, Samambaia Sul - Df Para a... 21/08/22"
3180,"Área Especial 02 Módulo C, GUARA II, GUARA",,R$,1.490,m² R$,46,Aluguel Apartamento 32 m²,1 Quarto,1 Vaga,,"AP13837 - Ae 02, Belvedere Antares com 1 quarto, 32m² e sacada. Agente sua visita! Para agendar visita, copie e cole o... 21/08/22"
3181,"QE 4 Conjunto K, GUARA I, GUARA",,R$,800,m² R$,28,Aluguel Apartamento 28 m²,1 Quarto,,,"AP12822 - Apartamento para alugar com 1 quarto, 28m² - Qe 04, Guara I Para agendar visita, copie e cole o link abaixo e... 21/08/22"
3182,"Quadra 41, SETOR DE CHACARAS ANHANGUERA B, VALPARAISO DE GOIAS",,R$,685,m² R$,15,Aluguel Apartamento 45 m²,2 Quartos,1 Vaga,,"APARTAMENTO 2 QUARTOS - ANHANGUERA ""B"" Apartamento 02 Quartos ,Sala,Cozinha Área De Serviço Coberta , Próximo a Comérci... 21/08/22"
3183,"Rua 20, SUL, AGUAS CLARAS",", Edifício Porto das Águas",R$,1.000,m² R$,35,Aluguel Kitnet 28 m²,1 Quarto,1 Suíte,,Venha conhecer!!! Rua 20 Sul Lote 08 Bloco B Kit 309 - Edifício Porto das Águas - Águas Claras - DF. Alugo kit Mobilia... 21/08/22
3184,"SQSW 102 Bloco K, SUDOESTE, BRASILIA",,R$,5.500,m² R$,30,Aluguel Apartamento 181 m²,4 Quartos,1 Suíte,2 Vagas,"Excelente apartamento, composto de Salão, lavabo, 04 quartos (sendo um suíte), copa, cozinha, varanda, área de serviço, ... 21/08/22"
3185,"SGCV Lote 11, PARK SUL, BRASILIA",,R$,1.200,m² R$,44,Aluguel Kitnet 27 m²,1 Quarto,1 Vaga,,"Sala com rack e móvel para computador; Quarto com Ar condicionado e armário, cama de casal; Copa com armários, fogão, ... 21/08/22"
3186,"CA 10, LAGO NORTE, BRASILIA",,R$,2.500,m² R$,41,Aluguel Apartamento 60 m²,2 Quartos,1 Vaga,,DANIEL LISBOA APRESENTA PARA LOCAÇÃO LINDO APARTAMENTO NO ED. BELLÁGIO!!! - Cozinha com armários planejados; - Gelade... 21/08/22
3187,"CLN 210 Bloco A, ASA NORTE, BRASILIA",,R$,1.300,m² R$,46,Aluguel Kitnet 28 m²,1 Quarto,,,"KN0365 - Kitnet para alugar com 1 quarto, 28m² - SCLN 210 Bloco A - Asa Norte - DF Para agendar visita, copie e cole o ... 21/08/22"
3188,"SQS 210 Bloco F, ASA SUL, BRASILIA",,R$,3.500,m² R$,25,Aluguel Apartamento 140 m²,3 Quartos,1 Vaga,,"DALL'OCA IMÓVEIS ALUGA: Ótimo apartamento, vazado, vista livre, localizado próximo a estação do metrô, parada de ônibus... 21/08/22"
3189,"CRS 504 Bloco C, ASA SUL, BRASILIA",,R$,600,m² R$,33,Aluguel Kitnet 18 m²,1 Quarto,,,"Sala com banheiro, piso cerâmica, reformada, entrada pela w2. próximo ao sesc, bancos, parada de ônibus, e comercio em g... 21/08/22"
3190,"QI 4 Bloco A, GUARA I, GUARA",,R$,1.900,m² R$,30,Aluguel Apartamento 62 m²,3 Quartos,,,"AP13641 - Apartamento para alugar com 3 quartos, 62m² - Qi 04 Bloco A - Guara I, Df Para agendar visita, copie e cole o... 21/08/22"
3191,"SQN 310 Bloco B, ASA NORTE, BRASILIA",,R$,4.900,m² R$,36,Aluguel Apartamento 135 m²,4 Quartos,1 Suíte,1 Vaga,"DALL'OCA IMÓVEIS ALUGA: Ótimo apartamento, nascente, localizado próximo a comércio, Parque Olhos D'Agua, parada de ônib... 21/08/22"
3192,"Condomínio Jardim Botânico VI, JARDIM BOTANICO, BRASILIA",LOTE 05,R$,1.700,m² R$,21,Aluguel Apartamento 80 m²,2 Quartos,1 Suíte,,"Cláudio Sinimbu Aluga Apartamento de 02 quartos sendo 01 suíte com armários e varanda no 2 º andar, no Condomínio Jard... 21/08/22"
3193,"SEPS 712/912, ASA SUL, BRASILIA",,R$,1.550,m² R$,67,Aluguel Kitnet 23 m²,1 Quarto,1 Suíte,1 Vaga,"Localização: Excelente ao lado do Clube Previdenciário, próximo ao Parque da Cidade, Centros Clínicos, escolas, faculda... 21/08/22"
3194,"SQS 312, ASA SUL, BRASILIA",,R$,8.500,m² R$,38,Aluguel Apartamento 221 m²,4 Quartos,2 Suítes,1 Vaga,"BSB IMOBILIÁRIO Aluga apartamento com 221m² de área privativa, salão, escritório, 4 quartos sendo 02 suítes, um closet e... 21/08/22"
3195,"Rua 10 Chacará 329, VICENTE PIRES, VICENTE PIRES",,R$,1.000,m² R$,25,Aluguel Apartamento 40 m²,2 Quartos,1 Vaga,,"AP13513 - Apartamento para alugar com 2 quartos, 40m² - Ca São José Chácara 329, Vicente Pires - Df Para agendar visita... 21/08/22"
3196,"CA 05, LAGO NORTE, BRASILIA",bloco B-2 Ed. Silco Buena Vista,R$,900,m² R$,33,Aluguel Kitnet 27 m²,1 Quarto,,,"Kitinete com armários, sala, quarto e banheiro com Box blindex. 27 metros. Prédio com elevador e portaria 24 horas. Próx... 21/08/22"
3197,"Rua 9, NORTE, AGUAS CLARAS",", Villa Pavanelli",R$,6.500,m² R$,28,Aluguel Apartamento 226 m²,4 Quartos,3 Suítes,3 Vagas,"ALUGUEL COBERTURA LINEAR 4 QUARTOS SENDO 3 SUÍTES, ÁGUAS CLARAS - VILLA PAVANELLI - apartamento 4 quartos, piso em porc... 21/08/22"
3198,"SQSW 300, SUDOESTE, BRASILIA",,R$,12.500,m² R$,63,Aluguel Apartamento 198 m²,4 Quartos,2 Suítes,2 Vagas,"Apartamento com 4 quartos sendo 2 suítes, na SQSW 300, Sudoeste. Criatividade: Como folha de papel em branco, este... 21/08/22"
3199,"SQN 210 Bloco D, ASA NORTE, BRASILIA",,R$,2.800,m² R$,40,Aluguel Apartamento 70 m²,2 Quartos,1 Suíte,1 Vaga,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 02/09/2022 Alugue sem Fiador, sem burocracia ... 21/08/22"
3200,"SHTN, ASA NORTE, BRASILIA",,R$,3.200,m² R$,68,Aluguel Apartamento 47 m²,1 Quarto,1 Suíte,,"Invest Flat aluga apartamento de 46m² no Hotel mais Sofisticado de Brasília, o Golden Tulip. Apartamento reformado (pri... 21/08/22"
3201,"SQNW 311 Bloco D, NOROESTE, BRASILIA",", Atrium DOR",R$,2.200,m² R$,64,Aluguel Apartamento 34 m²,1 Quarto,1 Vaga,,"Disponível para Locação: - Excelente apt de 1 quarto - varanda - Armários - Mobiliado - Apt de 34 m², segundo and... 21/08/22"
3202,"CA 09, LAGO NORTE, BRASILIA",,R$,1.000,m² R$,33,Aluguel Apartamento 30 m²,1 Quarto,1 Vaga,,"Ótimo apt 1 qt - SHIN CA 09 - ED. SILCO BOULEVARD - LAGO NORTE Composto por sala com armários, quarto com armário e ar ... 21/08/22"
3203,"SQS 113 Bloco C, ASA SUL, BRASILIA",,R$,7.100,m² R$,47,Aluguel Apartamento 150 m²,3 Quartos,1 Suíte,,Alugo apartamento todo reformado na Asa Sul!!! SQS 113 bloco C . Andar alto. Alto padrão e super moderno luxuoso. Ót... 21/08/22
3204,"CNG 1, TAGUATINGA NORTE, TAGUATINGA",,R$,900,m² R$,20,Aluguel Apartamento 45 m²,1 Quarto,,,"Apartamento de 01 quarto, sala, cozinha, banheiro social e área de serviço. Ótima localização, no Taguacenter, próxim... 21/08/22"
3205,"Quadra 201, SUL, AGUAS CLARAS","12º ANDAR, RESIDENCIAL FIRST",R$,1.050,m² R$,31,Aluguel Apartamento 33 m²,1 Quarto,1 Suíte,1 Vaga,PLANALTO CENTRAL IMÓVEIS ALUGA APARTAMENTO SEMI MOBILIADO DE 1 QUARTO/SUÍTE COM ARMÁRIOS PLANEJADOS; SALA/COZINHA AMERIC... 21/08/22
3206,"Terceira Avenida Blocos 1124A/1226A, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,R$,700,m² R$,20,Aluguel Apartamento 35 m²,1 Quarto,,,RIOS IMÓVEIS ALUGA EXCELENTE APARTAMENTO DE 1 QUARTO TÉRREO NA 3ª AVENIDA LOTE 1196-A APTº 203 ED MARIANA NO NÚCLEO BAND... 21/08/22
3207,"Área Especial 4, GUARA II, GUARA",Excelente apartamento no Guara,R$,3.000,m² R$,33,Aluguel Apartamento 90 m²,3 Quartos,1 Suíte,1 Vaga,"O Sports Club é um condomínio que integra segurança à qualidade de vida de forma diferente. Localizado no Guará, uma da... 21/08/22"
3208,"SQS 116 Bloco F, ASA SUL, BRASILIA",,R$,3.000,m² R$,46,Aluguel Apartamento 64 m²,2 Quartos,,,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 02/09/2022 Alugue sem Fiador, sem burocracia ... 21/08/22"
3209,"SQS 211 Bloco I, ASA SUL, BRASILIA",,R$,45.000,m² R$,50,Aluguel Apartamento 900 m²,4 Quartos,4 Suítes,3 Vagas,"Apresentamos a cobertura mais exclusiva de Brasília, localizada no coração da Asa Sul, SQS 211. Cobertura triplex com e... 21/08/22"
3210,"Quadra 105, NORTE, AGUAS CLARAS",,R$,2.500,m² R$,33,Aluguel Apartamento 75 m²,3 Quartos,1 Suíte,1 Vaga,"Quadra 105, Flores do Ipê, Águas Claras - DF Alugue este imóvel com seu cartão de crédito pela CredPago Coemi aluga ap... 21/08/22"
3211,"SQN 104 Bloco C, ASA NORTE, BRASILIA",,R$,4.000,m² R$,28,Aluguel Apartamento 140 m²,3 Quartos,1 Suíte,1 Vaga,"Já pensou em morar no Centro de Brasília? Essa é sua grande chance. Apartamento de 140m², com 03 quartos sendo um suíte... 21/08/22"
3212,"SQN 313 Bloco E, ASA NORTE, BRASILIA",,R$,900,m² R$,25,Aluguel Kitnet 35 m²,1 Quarto,,,"KITNETS COM ESPAÇO AMPLO, ANTE-SALA, SALA, COPA E BANHEIRO. VALOR DA LOCAÇÃO: R$ 900,00 TEMOS VARIAS UNIDAES DISPONÍVEI... 21/08/22"
3213,"SCLRN 716, ASA NORTE, BRASILIA",,R$,550,m² R$,25,Aluguel Kitnet 22 m²,1 Quarto,,,DE FRENTE SUPERMERCADO EXTRA / AO LADO SHOPPING BOULEVARD KIT STUDIO -SALA - COZINHA -WC SOCIAL ALUGUEL BRUTO: R... 21/08/22
3214,"Avenida Central Área Especial 19, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",", EDIFICIO DEMABRA",R$,790,m² R$,24,Aluguel Kitnet 32 m²,,,,"Gilvan Duarte Aluga-se ótima sala com 32m² de frente perfeita para escritório ou residência, valor R$ 790,00 neste valo... 21/08/22"
3215,"CNB 11 Lote 14, TAGUATINGA NORTE, TAGUATINGA",,R$,900,m² R$,25,Aluguel Apartamento 35 m²,1 Quarto,,,"APARTAMENTO REFORMADO - 1 QUARTO COM ARMARIOS PLANEJADOS, SALA, COZINHA AMERICANA COM BANCADA E ARMARIOS PLANEJADOS, WC ... 21/08/22"
3216,"Rua 4 Chacará 287, VICENTE PIRES, VICENTE PIRES",,R$,1.200,m² R$,21,Aluguel Apartamento 55 m²,2 Quartos,1 Suíte,,Rua 04 Chácara 286 AP 506 - 02 quartos; - 01 Suíte; - Sala; - Cozinha com armários e cooktop; - Banheiro; - Área de ser... 21/08/22
3217,"SCRN 712/713 Bloco D, ASA NORTE, BRASILIA",,R$,800,m² R$,34,Aluguel Kitnet 23 m²,1 Quarto,,,QUARTO COM ARMÁRIO AMPLO; SALA COM PAINEL DE TV; COPA COM ARMÁRIO COOCKTOP; BANHEIRO COM BOX E ARMÁRIO; ÁREA DE SERVIÇO ... 21/08/22
3218,"QS 5 Rua 311, AREAL, AGUAS CLARAS",,R$,900,m² R$,17,Aluguel Apartamento 51 m²,2 Quartos,,,"ATENDIMENTO DE SEGUNDA A SEXTA DE 08:30 AS 17H. 0305- QS 05, Rua 311, Lote 07, Apartamento 102, Ed. Beira Sul, Areal Agu... 21/08/22"
3219,"CLN 113 Bloco D, ASA NORTE, BRASILIA",Excelente Kitnet com 1 MÊS DE CARENCIA,R$,900,m² R$,30,Aluguel Kitnet 30 m²,1 Quarto,,,"Em localização privilegiada, quadra comercial com diversidade em produtos e serviços, no mesmo prédio de cursinho concei... 21/08/22"
3220,"CA 09, LAGO NORTE, BRASILIA",,R$,2.600,m² R$,40,Aluguel Apartamento 64 m²,2 Quartos,1 Suíte,1 Vaga,FEROLA - VENCEDORA PELO 10º ANO CONSECUTIVO DO PRÊMIO COLIBRI ALUGA: SHIN CA 09 - LOTE 16 - ED. GREEN HILLS - LAGO NORT... 21/08/22
3221,"SHCES Quadra 609, NOVO, CRUZEIRO",,R$,1.700,m² R$,26,Aluguel Apartamento 65 m²,2 Quartos,,,"sala 3 quartos copa, cozinha banheiro social com blindex armários piso cerâmica Agende sua visita - Telefones: 3225.7... 21/08/22"
3222,"Quadra I Conjunto I 2, SETOR RESIDENCIAL OESTE, PLANALTINA",,R$,950,m² R$,15,Aluguel Apartamento 60 m²,2 Quartos,,,ÓTIMO APARTAMENTO MAIS OU MENOS 60M²! BOA LOCALIZAÇÃO SETOR OESTE ( VILA MILITAR) - PRÉDIO DO LABORATÓRIO SANTA BÁRBAR... 21/08/22
3223,"QNM 9 Conjunto D, CEILANDIA SUL, CEILANDIA",,R$,750,m² R$,22,Aluguel Apartamento 33 m²,1 Quarto,1 Suíte,,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 21/08/22"
3224,"SEGUNDA AVENIDA Blocos 379A/505A, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,R$,1.000,m² R$,16,Aluguel Apartamento 60 m²,2 Quartos,1 Suíte,,"IMOBILIÁRIA RIOS ALUGA EXCELENTE APARTAMENTO DE 02 QUARTOS (SENDO 01 SUÍTE), LOCALIZADO NA 2ª AVENIDA LOTE 493-A APTº 30... 21/08/22"
3225,"SHCES Quadra 1405 Bloco I, NOVO, CRUZEIRO",,R$,2.000,m² R$,25,Aluguel Apartamento 80 m²,3 Quartos,,,"IMÓVEL EM PROCESSO DE DESOCUPAÇÃO PREVISÃO PARA O INICIO DAS VISITAS EM 31/08/2022 Alugue sem Fiador, sem burocracia e... 21/08/22"
3226,"Rua 31, SUL, AGUAS CLARAS",", Mozart Residence",R$,2.500,m² R$,37,Aluguel Apartamento 66 m²,2 Quartos,1 Suíte,1 Vaga,DANIEL LISBOA APRESENTA P/ LOCAÇÃO LINDO APARTAMENTO NO ED.MOZART ÁGUAS CLARAS!! APARTAMENTO LINDÍSSIMO!!!!! - Cozinh... 21/08/22
3227,"SQSW 102 Bloco C, SUDOESTE, BRASILIA",,R$,3.000,m² R$,40,Aluguel Apartamento 75 m²,2 Quartos,1 Vaga,,"COM 2 QUARTOS , BENHEIRO SOCIAL, SALA, COZINHA, AREA DE SERVIÇO DCE COM 01 VAGA DE GARAGEM VALOR DE CONDOMÍNIO PODE VA... 21/08/22"
3228,"SOF SUL Quadra 16 Conjunto A, SOF SUL, SETOR INDUSTRIAL",", Your Place",R$,1.350,m² R$,38,Aluguel Apartamento 35 m²,1 Quarto,1 Vaga,,"01 Quarto com luminária, persiana e 2 armários sendo 1 com espelho e o outro suspenso; Sala com armários, persiana, lumi... 21/08/22"
3229,"Terceira Avenida Blocos 1420A/1550B, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,R$,600,m² R$,15,Aluguel Apartamento 40 m²,1 Quarto,,,APARTAMENTO DE 01 QUARTO NO TÉRREO COMPOSTO POR: 01 QUARTO COM ARMÁRIO SALA COZINHA COM 01 ARMÁRIO ÁREA DE ... 21/08/22
3230,"SQN 116, ASA NORTE, BRASILIA",SQN 116,R$,3.200,m² R$,53,Aluguel Apartamento 60 m²,2 Quartos,1 Vaga,,"Lindo apartamento de 2 quartos com aproximadamente 60m² na Asa Norte. - 2 Quartos, sendo 1 com armário; - Sala ampl... 21/08/22"
3231,"SQN 402 Bloco T, ASA NORTE, BRASILIA",,R$,2.900,m² R$,41,Aluguel Apartamento 70 m²,2 Quartos,2 Vagas,,"Apartamento com excelente localização, 02 quartos, sendo 01 suíte, armários, 02 vagas na garagem(mais armário), prédio c... 21/08/22"
3232,"SCLRN 706, ASA NORTE, BRASILIA",,R$,700,m² R$,28,Aluguel Kitnet 25 m²,1 Quarto,,,CLN 706 NORTE KITNET - Próximo ao UniCEUB - Com sala/quarto e copa integrada - Banheiro - Piso cerâmica - Prédio para u... 21/08/22
3233,"Avenida Parque Águas Claras, SUL, AGUAS CLARAS",,R$,3.200,m² R$,30,Aluguel Apartamento 104 m²,4 Quartos,2 Suítes,3 Vagas,"AP13451 - Apartamento para alugar com 4 quartos, 104m² - Av Parque Águas Claras Lote 2615 - Magnólia, Águas Claras - Df ... 21/08/22"
3234,"SHCGN 705 Bloco F, ASA NORTE, BRASILIA",,R$,1.000,m² R$,43,Aluguel Kitnet 23 m²,1 Quarto,,,"KN0726 - Kit para alugar com 1 quarto, 23m² - Shcgn 705 - Asa Norte, Brasília, Df. Para agendar visita, copie e cole o ... 21/08/22"
3235,"QNH Área Especial 18 à 231, TAGUATINGA NORTE, TAGUATINGA",,R$,420,m² R$,10,Aluguel Apartamento 42 m²,1 Quarto,,,"Kit QNH 18. Taguatinga Norte. Perto do Hélio Prates, prédio reformado, ambiente separado, todo na cerâmica, bem arej... 21/08/22"
3236,"CLN 115 Bloco D, ASA NORTE, BRASILIA","kit dividida, em cima da Torteria di Lorenza",R$,850,m² R$,34,Aluguel Kitnet 25 m²,1 Quarto,,,"Empreendimento: CLN 115 Bloco D - Asa Norte Localização: CLN 115, comércio local amplo, próximo à restaurantes, farmá... 21/08/22"
3237,"SQN 314 Bloco A, ASA NORTE, BRASILIA",,R$,2.500,m² R$,52,Aluguel Apartamento 48 m²,2 Quartos,2 Vagas,,"Excelente Apartamento de 2 quartos na SQN 314 Bloco A - Andar alto, bem arejado e iluminado, oportunidade de morar bem,... 21/08/22"
3238,"CLN 307 Bloco C, ASA NORTE, BRASILIA",,R$,700,m² R$,31,Aluguel Kitnet 22 m²,1 Quarto,,,"Excelente Kitnet na quadra CLN 307 Bloco C, totalmente reformada a sala em vão livre, pia em inox banheiro com ventilaçã... 21/08/22"
3239,"QN 01 Conjunto 10, RIACHO FUNDO, RIACHO FUNDO",,R$,700,m² R$,16,Aluguel Apartamento 42 m²,1 Quarto,,,"Apartamento espaçoso de 1 Quarto para aluguel no Riacho Fundo 1 Imóvel em ótima localização, apresenta 1 quarto espa... 21/08/22"
3240,"EQ 5/6 Bloco I, SETOR RESIDENCIAL LESTE, PLANALTINA",,R$,550,m² R$,13,Aluguel Apartamento 40 m²,1 Quarto,,,"ÓTIMA OPORTUNIDADE! LINDO APARTAMENTO , ABAIXO DA ESCOLA CLASSE 06 DE PLANALTINA! ACABAMENTO DE PRIMEIRA, TODA NO BLI... 21/08/22"
3241,"SQSW 101 Bloco H, SUDOESTE, BRASILIA",,R$,3.700,m² R$,38,Aluguel Apartamento 96 m²,3 Quartos,1 Suíte,1 Vaga,"Alugo apartamento de 03 quartos, sendo 01 suíte, sala com varanda, cozinha, banheiro, dependência completa de empregada,... 21/08/22"
3242,"QN 312, SAMAMBAIA SUL, SAMAMBAIA",,R$,800,m² R$,29,Aluguel Apartamento 27 m²,1 Quarto,1 Suíte,1 Vaga,"AP8969 - Apartamento para alugar com 1 quarto, 27m² - Qn 312 Conjunto 07 - Vida, Samambaia Sul, Df Para agendar visita,... 21/08/22"
3243,"QNL 13 Bloco D, TAGUATINGA NORTE, TAGUATINGA",,R$,1.100,m² R$,20,Aluguel Apartamento 55 m²,3 Quartos,1 Suíte,1 Vaga,"Apartamento de 3 quartos (sendo 01 suíte), sala, varanda, cozinha, banheiro social, área de serviço e 01 vaga de garagem... 21/08/22"
3244,"Quadra 16, SETOR DE CHACARAS ANHANGUERA C, VALPARAISO DE GOIAS",,R$,600,m² R$,14,Aluguel Apartamento 42 m²,2 Quartos,1 Vaga,,"APARTAMENTO 02 QUARTOS - JOSÉ ALENCAR - ANHANGUERA ""C"". Apartamento térreo de 02 quartos, sala, cozinha, banheiro socia... 21/08/22"
3245,"SGAN 911, ASA NORTE, BRASILIA",,R$,1.400,m² R$,46,Aluguel Kitnet 30 m²,1 Quarto,1 Vaga,,"SGAN 911 Módulo F Bloco B, Green Park - Asa Norte - DF Alugue este imóvel com seu cartão de crédito pela CredPago Kit ... 21/08/22"
3246,"QI 23 Lote 12, GUARA II, GUARA",,R$,1.880,m² R$,28,Aluguel Apartamento 65 m²,3 Quartos,1 Vaga,,"Ótimo apartamento composto por ampla sala com varanda, 03 quartos(2 com armários) e 1 reversível, cozinha com armários, ... 21/08/22"
3247,"SHIGS 709 Bloco R, ASA SUL, BRASILIA",,R$,1.400,m² R$,40,Aluguel Kitnet 35 m²,1 Quarto,,,"Kitinete com entrada independente na 709 sul! Kitinete com 02 quartos, ótima localização, próximo à escolas, academias,... 21/08/22"
3248,"SEPS 712/912, ASA SUL, BRASILIA",,R$,1.200,m² R$,48,Aluguel Kitnet 25 m²,1 Quarto,,,"Sala com sofá, rack para computador, Quarto com cama de casal e armário, Copa com armários, fogão, frigobar, microonda... 21/08/22"
3249,"SQS 106 Bloco A, ASA SUL, BRASILIA",,R$,3.100,m² R$,31,Aluguel Apartamento 100 m²,2 Quartos,1 Suíte,,Premier Imob vende ou aluga lindo apartamento na SQS 106 Apartamento de 100m² com 02 quartos sendo uma suíte; Cozinha ... 21/08/22
3250,"Quadra 36, SETOR LESTE, GAMA",,R$,800,m² R$,17,Aluguel Apartamento 45 m²,1 Quarto,,,"QD 36 gama leste alugo apartamento de 1 Quartos com armário na cozinha, super organizado com área de serviço, sala cozi... 21/08/22"
3251,"SPLM Conjunto 6, SETOR PLACA DA MERCEDES, NUCLEO BANDEIRANTE",,R$,550,m² R$,15,Aluguel Apartamento 35 m²,1 Quarto,,,"Lindo apartamento! Imóvel em ótima localização. 1 quarto, banheiro com box em blindex. Sala com ótimo espaço com coz... 21/08/22"
3252,"SMPW Quadra 13 Conjunto 6, PARK WAY, BRASILIA",,R$,2.500,m² R$,45,Aluguel Apartamento 55 m²,2 Quartos,1 Vaga,,"Oportunidade de aluguel! 2.500,00, já com armário na cozinha. 55m2 com 2 quartos, cozinha americana, banheiro. 200,00... 21/08/22"
3253,"Avenida das Araucárias, SUL, AGUAS CLARAS",", Península Lazer E Urbanismo",R$,4.000,m² R$,38,Aluguel Apartamento 103 m²,3 Quartos,1 Suíte,2 Vagas,"Aluga-se excelente apartamento de 103m² no melhor condomínio de Águas Claras! 3 quartos, sendo 1 suíte, sala ampla em 2... 21/08/22"
3254,"SQSW 103 Bloco K, SUDOESTE, BRASILIA",,R$,3.300,m² R$,41,Aluguel Apartamento 80 m²,2 Quartos,1 Suíte,1 Vaga,"COM 2 QUARTOS SENDO 1 SUITES, BENHEIRO SOCIAL, SALA, COZINHA, AREA DE SERVIÇO DCE COM 01 VAGA DE GARAGEM NASCENTE NO PRI... 21/08/22"
3255,"Quadra 56 Bloco A B Lote 05, SETOR CENTRAL, GAMA",,R$,1.150,m² R$,15,Aluguel Apartamento 72 m²,2 Quartos,1 Vaga,,"APARTAMENTO DE 2 QUARTOS ,SALA,COZINHA COM ARMARIOS,WC BOX BLINDEX E ÁREA DE SERVIÇO. 1 VAGA DE ESTACIONAMENTO E ELEVADO... 21/08/22"
