,rent,size_m2,property_type,bedrooms,suite,parking,neighborhood
2409,2.400,60,Apartamento ,1,1,, ASA NORTE
2410,2.500,34,Apartamento ,1,1,, NOROESTE
2411,550,20,Kitnet ,1,,, VILA PLANALTO
2412,500,45,Kitnet ,1,1,, RECANTO DAS EMAS
2413,3.350,104,Apartamento ,3,1,1, AGUAS CLARAS
2414,1.100,28,Kitnet ,1,,, SUDOESTE
2415,1.700,30,Kitnet ,1,1,, NOROESTE
2416,750,30,Apartamento ,1,,, SOBRADINHO
2417,820,28,Kitnet ,1,1,, GUARA
2418,6.000,110,Apartamento ,3,1,1, ASA SUL
2419,1.763,45,Apartamento ,1,,, ASA NORTE
2420,1.350,48,Apartamento ,2,1,, AGUAS CLARAS
2421,750,30,Kitnet ,1,,, SUDOESTE
2422,800,30,Apartamento ,1,1,, NUCLEO BANDEIRANTE
2423,6.300,181,Apartamento ,4,2,1, ASA NORTE
2424,1.600,32,Apartamento ,1,1,1, AGUAS CLARAS
2425,780,26,Kitnet ,1,,, SUDOESTE
2426,2.600,70,Apartamento ,3,1,1, AGUAS CLARAS
2427,850,65,Apartamento ,2,,, NUCLEO BANDEIRANTE
2428,650,50,Apartamento ,2,,, SAMAMBAIA
2429,1.700,70,Apartamento ,3,1,1, AGUAS CLARAS
2430,1.300,65,Apartamento ,2,1,, SOBRADINHO
2431,1.100,36,Apartamento ,1,1,1, AGUAS CLARAS
2432,690,48,Apartamento ,2,,, TAGUATINGA
2433,1.200,25,Kitnet ,1,1,1, SUDOESTE
2434,2.300,30,Apartamento ,1,1,, ASA NORTE
2435,2.200,76,Apartamento ,3,1,1, AGUAS CLARAS
2436,3.000,46,Apartamento ,1,,, ASA SUL
2437,6.000,147,Apartamento ,3,3,2, AGUAS CLARAS
2438,1.300,33,Apartamento ,1,1,, SUDOESTE
2439,950,30,Apartamento ,1,,, NUCLEO BANDEIRANTE
2440,1.500,65,Apartamento ,3,2,1, AGUAS CLARAS
2441,2.400,41,Apartamento ,2,1,1, SUDOESTE
2442,1.250,35,Kitnet ,1,1,, SUDOESTE
2443,1.000,28,Kitnet ,1,1,, ASA NORTE
2444,3.800,115,Apartamento ,3,1,1, ASA SUL
2445,2.890,33,Apartamento ,1,1,1, ASA NORTE
2446,1.700,40,Kitnet ,1,,, SUDOESTE
2447,1.300,59,Apartamento ,2,1,, TAGUATINGA
2448,1.900,34,Apartamento ,1,1,, NOROESTE
2449,1.300,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
2450,2.300,68,Apartamento ,2,1,1, AGUAS CLARAS
2451,950,26,Kitnet ,1,1,, ASA NORTE
2452,1.400,34,Apartamento ,1,1,, AGUAS CLARAS
2453,950,31,Kitnet ,1,,, ASA NORTE
2454,10.700,212,Apartamento ,4,4,3, NOROESTE
2455,850,30,Kitnet ,1,,, ASA NORTE
2456,1.550,34,Kitnet ,1,1,, LAGO NORTE
2457,1.350,34,Kitnet ,1,,, ASA NORTE
2458,1.200,37,Kitnet ,1,1,, LAGO NORTE
2459,900,25,Kitnet ,1,1,, ASA NORTE
2460,1.250,40,Apartamento ,1,1,, AGUAS CLARAS
2461,1.000,33,Apartamento ,1,,, GUARA
2462,1.500,75,Apartamento ,1,1,1, LAGO NORTE
2463,1.050,40,Apartamento ,2,,, SOBRADINHO
2464,1.200,30,Kitnet ,1,,, ASA NORTE
2465,3.900,85,Apartamento ,3,1,, ASA SUL
2466,1.200,32,Apartamento ,1,1,, ASA NORTE
2467,3.500,125,Apartamento ,3,1,, ASA NORTE
2468,1.950,69,Apartamento ,3,1,1, GAMA
2469,750,35,Apartamento ,1,,, TAGUATINGA
2470,1.900,32,Apartamento ,1,,, NOROESTE
2471,1.000,28,Kitnet ,1,,, ASA NORTE
2472,750,29,Kitnet ,1,,, ASA NORTE
2473,800,30,Kitnet ,1,,, ASA NORTE
2474,1.000,47,Apartamento ,2,1,, VALPARAISO DE GOIAS
2475,1.100,27,Kitnet ,1,1,, AGUAS CLARAS
2476,2.430,92,Apartamento ,3,,, ASA SUL
2477,2.800,80,Apartamento ,2,1,, AGUAS CLARAS
2478,800,58,Kitnet ,1,,, NUCLEO BANDEIRANTE
2479,900,43,Apartamento ,2,1,, PLANALTINA
2480,4.600,120,Apartamento ,3,1,1, ASA SUL
2481,700,32,Apartamento ,1,,, SAMAMBAIA
2482,12.500,281,Apartamento ,4,4,4, ASA NORTE
2483,2.800,65,Apartamento ,2,1,1, GUARA
2484,800,40,Apartamento ,2,,, GUARA
2485,1.250,30,Apartamento ,1,,, ASA NORTE
2486,900,35,Apartamento ,1,,, CEILANDIA
2487,1.650,55,Apartamento ,2,1,, JARDINS MANGUEIRAL
2488,1.300,60,Apartamento ,2,1,, GUARA
2489,4.900,145,Apartamento ,4,1,, ASA SUL
2490,1.600,37,Apartamento ,1,1,, NOROESTE
2491,1.500,38,Apartamento ,1,1,, AGUAS CLARAS
2492,950,33,Apartamento ,1,1,, SUDOESTE
2493,710,55,Apartamento ,2,,, GAMA
2494,620,43,Apartamento ,1,,, GUARA
2495,5.500,162,Apartamento ,3,1,, ASA SUL
2496,5.800,110,Apartamento ,3,1,1, ASA SUL
2497,2.990,60,Apartamento ,2,1,2, AGUAS CLARAS
2498,1.200,49,Apartamento ,2,1,, SAMAMBAIA
2499,1.500,42,Apartamento ,1,1,, AGUAS CLARAS
2500,1.100,27,Kitnet ,1,1,, PARK SUL
2501,2.750,64,Apartamento ,2,1,1, AGUAS CLARAS
2502,2.300,54,Apartamento ,2,,, JARDINS MANGUEIRAL
2503,1.700,60,Apartamento ,2,1,1, CEILANDIA
2504,1.600,48,Apartamento ,1,1,1, LAGO NORTE
2505,4.200,114,Apartamento ,3,1,1, ASA SUL
2506,900,55,Apartamento ,2,1,, TAGUATINGA
2507,1.800,62,Apartamento ,2,1,, GUARA
2508,2.300,62,Apartamento ,1,2,, SUDOESTE
2509,1.800,30,Apartamento ,1,1,, PARK SUL
2510,5.300,60,Apartamento ,3,2,1, ASA NORTE
2511,5.300,104,Apartamento ,3,1,2, PARK SUL
2512,1.500,50,Apartamento ,2,,, CRUZEIRO
2513,4.500,52,Apartamento ,1,2,, ASA SUL
2514,1.600,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
2515,900,27,Kitnet ,1,1,, ASA NORTE
2516,1.250,33,Kitnet ,1,1,1, LAGO NORTE
2517,2.400,65,Apartamento ,2,,, ASA NORTE
2518,3.750,92,Apartamento ,3,1,1, SUDOESTE
2519,1.800,38,Apartamento ,1,,, OCTOGONAL
2520,2.700,62,Apartamento ,2,1,1, AGUAS CLARAS
2521,1.400,28,Apartamento ,1,1,, ASA NORTE
2522,3.200,70,Apartamento ,2,,, ASA NORTE
2523,2.300,70,Apartamento ,3,1,1, VICENTE PIRES
2524,3.520,43,Apartamento ,1,1,, ASA SUL
2525,1.400,55,Apartamento ,1,,, AGUAS CLARAS
2526,900,27,Kitnet ,1,1,, SUDOESTE
2527,15.000,283,Apartamento ,4,1,2, SUDOESTE
2528,1.300,43,Kitnet ,1,,, SUDOESTE
2529,650,30,Kitnet ,1,,, ASA NORTE
2530,1.100,30,Apartamento ,1,1,, CRUZEIRO
2531,1.500,45,Apartamento ,1,,, ASA SUL
2532,1.400,45,Apartamento ,2,,, GUARA
2533,3.500,95,Apartamento ,2,1,, ASA NORTE
2534,7.500,144,Apartamento ,4,1,3, NOROESTE
2535,3.200,80,Apartamento ,3,2,1, AGUAS CLARAS
2536,1.100,65,Apartamento ,2,1,, TAGUATINGA
2537,1.480,36,Apartamento ,1,1,1, AGUAS CLARAS
2538,2.500,60,Apartamento ,2,,, ASA SUL
2539,900,60,Apartamento ,2,,, SOBRADINHO
2540,1.290,32,Kitnet ,1,1,, SUDOESTE
2541,4.000,120,Apartamento ,3,1,2, AGUAS CLARAS
2542,1.300,25,Kitnet ,1,1,1, SUDOESTE
2543,1.800,30,Kitnet ,1,1,1, SUDOESTE
2544,400,25,Kitnet ,1,,, SANTA MARIA
2545,1.900,37,Apartamento ,1,1,1, SUDOESTE
2546,3.000,80,Apartamento ,2,1,, PARK WAY
2547,1.900,53,Apartamento ,2,1,1, AGUAS CLARAS
2548,1.300,26,Kitnet ,1,1,, SUDOESTE
2549,1.000,30,Kitnet ,1,1,1, SUDOESTE
2550,920,30,Kitnet ,1,1,, ASA NORTE
2551,600,43,Apartamento ,2,1,, VALPARAISO DE GOIAS
2552,1.000,55,Apartamento ,1,,, GUARA
2553,1.600,35,Apartamento ,1,1,, AGUAS CLARAS
2554,1.600,27,Kitnet ,1,1,1, SUDOESTE
2555,1.100,40,Apartamento ,1,,, SOBRADINHO
2556,5.500,114,Apartamento ,1,1,1, ASA SUL
2557,1.400,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
2558,4.500,78,Apartamento ,2,,, ASA NORTE
2559,1.300,43,Apartamento ,1,,, ASA NORTE
2560,8.000,128,Apartamento ,4,1,2, ASA NORTE
2561,500,50,Apartamento ,2,1,, SANTA MARIA
2562,2.400,85,Apartamento ,3,1,1, AGUAS CLARAS
2563,1.100,35,Apartamento ,1,,, GUARA
2564,3.100,116,Apartamento ,4,1,1, AGUAS CLARAS
2565,3.200,26,Kitnet ,1,1,1, SUDOESTE
2566,1.000,60,Kitnet ,1,,, ASA SUL
2567,8.500,210,Apartamento ,3,1,3, SUDOESTE
2568,1.800,46,Apartamento ,1,1,, ASA NORTE
2569,2.800,68,Apartamento ,2,1,, OCTOGONAL
2570,1.500,70,Apartamento ,2,1,, JARDIM BOTANICO
2571,1.200,50,Apartamento ,2,,, GUARA
2572,3.000,72,Apartamento ,2,1,, SUDOESTE
2573,1.800,60,Apartamento ,1,1,1, AGUAS CLARAS
2574,2.800,65,Apartamento ,2,1,, OCTOGONAL
2575,1.900,33,Kitnet ,1,1,, NOROESTE
2576,1.700,48,Apartamento ,2,,, ASA NORTE
2577,2.200,40,Apartamento ,1,,, ASA NORTE
2578,2.990,94,Apartamento ,4,1,2, AGUAS CLARAS
2579,1.600,86,Apartamento ,2,1,, VICENTE PIRES
2580,1.420,55,Apartamento ,2,,, SOBRADINHO
2581,1.350,30,Apartamento ,1,1,, LAGO NORTE
2582,3.500,171,Apartamento ,2,2,, SAMAMBAIA
2583,1.100,35,Apartamento ,1,1,1, SAMAMBAIA
2584,2.200,48,Apartamento ,1,1,, ASA SUL
2585,1.290,33,Kitnet ,1,,, ASA SUL
2586,4.200,110,Apartamento ,3,1,1, SUDOESTE
2587,3.800,84,Apartamento ,3,1,1, SUDOESTE
2588,1.000,25,Kitnet ,1,1,, ASA NORTE
2589,1.240,28,Kitnet ,1,1,, ASA SUL
2590,800,30,Apartamento ,1,,, ASA NORTE
2591,5.900,108,Apartamento ,3,1,1, ASA SUL
2592,1.000,35,Kitnet ,1,,, ASA NORTE
2593,1.700,65,Apartamento ,2,,, SOBRADINHO
2594,900,48,Apartamento ,2,1,1, SAMAMBAIA
2595,2.000,60,Apartamento ,2,1,1, AGUAS CLARAS
2596,6.500,190,Apartamento ,4,1,2, ASA SUL
2597,1.300,35,Apartamento ,1,1,1, AGUAS CLARAS
2598,1.200,50,Apartamento ,2,1,, VICENTE PIRES
2599,1.800,68,Apartamento ,2,,, SUDOESTE
2600,3.200,26,Kitnet ,1,1,, SUDOESTE
2601,950,36,Kitnet ,1,,, ASA NORTE
2602,1.400,80,Apartamento ,2,,, AGUAS CLARAS
2603,1.900,58,Apartamento ,2,1,, JARDINS MANGUEIRAL
2604,1.100,60,Apartamento ,2,,, SAMAMBAIA
2605,450,25,Kitnet ,1,,, SAO SEBASTIAO
2606,1.000,30,Kitnet ,1,1,1, ASA NORTE
2607,610,39,Apartamento ,1,,, GUARA
2608,3.650,26,Apartamento ,1,1,1, SUDOESTE
2609,5.400,105,Apartamento ,3,1,2, SUDOESTE
2610,1.300,25,Kitnet ,1,1,1, SUDOESTE
2611,2.200,37,Apartamento ,1,,, ASA SUL
2612,13.000,252,Apartamento ,4,4,3, SUDOESTE
2613,1.390,60,Apartamento ,2,,, AGUAS CLARAS
2614,2.420,70,Apartamento ,3,,, ASA SUL
2615,1.000,30,Kitnet ,1,,, ASA SUL
2616,1.800,29,Apartamento ,1,1,1, PARK SUL
2617,2.800,85,Apartamento ,2,,, ASA SUL
2618,4.400,100,Apartamento ,3,1,1, SUDOESTE
2619,1.100,33,Apartamento ,1,1,, AGUAS CLARAS
2620,1.200,39,Apartamento ,3,,, NUCLEO BANDEIRANTE
2621,3.000,79,Apartamento ,3,,, ASA NORTE
2622,4.750,122,Apartamento ,3,1,1, SUDOESTE
2623,600,50,Apartamento ,2,1,, SANTA MARIA
2624,950,43,Apartamento ,1,,, ASA NORTE
2625,6.900,105,Apartamento ,3,1,1, SUDOESTE
2626,2.200,62,Apartamento ,2,,, SUDOESTE
2627,450,40,Apartamento ,1,,, CEILANDIA
2628,1.200,24,Kitnet ,1,1,, PARK SUL
2629,1.100,51,Apartamento ,2,1,, RECANTO DAS EMAS
2630,1.200,33,Apartamento ,1,1,, ASA NORTE
2631,5.900,203,Apartamento ,4,4,3, AGUAS CLARAS
2632,5.500,158,Apartamento ,3,2,1, ASA SUL
2633,900,30,Apartamento ,1,1,, ASA NORTE
2634,700,43,Apartamento ,2,,, NUCLEO BANDEIRANTE
2635,3.000,144,Apartamento ,3,1,, AGUAS CLARAS
2636,3.000,31,Apartamento ,1,1,1, ASA NORTE
2637,2.000,60,Apartamento ,2,1,, ASA SUL
2638,2.800,61,Apartamento ,2,2,1, AGUAS CLARAS
2639,1.600,35,Apartamento ,1,1,1, AGUAS CLARAS
2640,480,30,Kitnet ,1,,, TAGUATINGA
2641,5.500,159,Apartamento ,3,1,1, ASA SUL
2642,1.550,40,Kitnet ,1,1,, LAGO NORTE
2643,2.700,55,Apartamento ,2,1,, SUDOESTE
2644,4.750,80,Apartamento ,2,1,, ASA NORTE
2645,1.400,27,Kitnet ,1,1,1, SUDOESTE
2646,4.200,160,Apartamento ,4,1,1, ASA NORTE
2647,1.500,40,Apartamento ,1,1,, AGUAS CLARAS
2648,1.300,62,Apartamento ,2,1,2, CEILANDIA
2649,2.600,67,Apartamento ,2,2,1, AGUAS CLARAS
2650,2.000,55,Apartamento ,2,1,, AGUAS CLARAS
2651,1.200,25,Kitnet ,1,,, SUDOESTE
2652,2.100,75,Apartamento ,3,,, CRUZEIRO
2653,2.600,60,Apartamento ,2,1,, ASA NORTE
2654,1.200,43,Apartamento ,1,,, ASA SUL
2655,4.200,77,Apartamento ,2,1,2, NOROESTE
2656,2.000,60,Apartamento ,2,1,, LAGO NORTE
2657,1.800,50,Apartamento ,2,1,1, TAGUATINGA
2658,850,28,Kitnet ,1,,, GUARA
2659,2.100,57,Apartamento ,2,1,, AGUAS CLARAS
2660,12.900,253,Apartamento ,4,3,4, ASA SUL
2661,650,24,Kitnet ,1,,, TAGUATINGA
2662,5.650,180,Apartamento ,4,2,3, AGUAS CLARAS
2663,7.700,120,Apartamento ,2,2,2, PARK SUL
2664,1.260,31,Apartamento ,1,,, LAGO NORTE
2665,4.500,85,Apartamento ,2,1,2, NOROESTE
2666,5.400,54,Apartamento ,1,2,, ASA NORTE
2667,3.500,85,Apartamento ,3,1,1, SUDOESTE
2668,4.000,85,Apartamento ,2,1,, ASA SUL
2669,1.200,55,Apartamento ,2,1,, TAGUATINGA
2670,11.000,170,Apartamento ,4,2,1, ASA SUL
2671,1.850,68,Apartamento ,2,1,2, AGUAS CLARAS
2672,5.500,158,Apartamento ,3,2,1, ASA SUL
2673,4.200,130,Apartamento ,3,1,, ASA SUL
2674,4.000,158,Apartamento ,4,2,, AGUAS CLARAS
2675,1.000,60,Apartamento ,2,,, NUCLEO BANDEIRANTE
2676,700,30,Apartamento ,2,,, TAGUATINGA
2677,1.350,35,Apartamento ,1,1,, SOBRADINHO
2678,2.300,60,Apartamento ,1,1,1, LAGO NORTE
2679,1.100,28,Kitnet ,1,1,, ASA NORTE
2680,5.800,140,Apartamento ,3,1,, ASA SUL
2681,8.500,143,Apartamento ,3,1,2, ASA SUL
2682,8.000,153,Apartamento ,4,4,2, NOROESTE
2683,2.800,83,Apartamento ,2,,, AGUAS CLARAS
2684,600,20,Apartamento ,1,,, TAGUATINGA
2685,2.500,54,Apartamento ,2,,, ASA SUL
2686,780,33,Kitnet ,1,1,, SUDOESTE
2687,1.300,35,Apartamento ,1,1,, SUDOESTE
2688,1.500,54,Apartamento ,2,1,, TAGUATINGA
2689,2.500,40,Apartamento ,1,1,, ASA SUL
2690,1.299,33,Apartamento ,1,1,, AGUAS CLARAS
2691,800,29,Apartamento ,1,1,, TAGUATINGA
2692,3.050,28,Apartamento ,1,1,, ASA NORTE
2693,1.300,60,Apartamento ,2,1,, AGUAS CLARAS
2694,3.100,26,Kitnet ,1,1,1, SUDOESTE
2695,6.750,183,Apartamento ,3,3,4, NOROESTE
2696,1.500,40,Apartamento ,2,1,, LAGO NORTE
2697,1.100,27,Apartamento ,1,1,1, ASA NORTE
2698,1.200,60,Apartamento ,2,1,, SOBRADINHO
2699,1.300,29,Kitnet ,1,,, ASA NORTE
2700,5.000,190,Apartamento ,3,2,1, ASA SUL
2701,4.950,90,Apartamento ,1,1,2, SUDOESTE
2702,500,33,Apartamento ,1,,, NUCLEO BANDEIRANTE
2703,1.650,29,Apartamento ,1,1,1, PARK SUL
2704,4.200,82,Apartamento ,2,1,2, NOROESTE
2705,1.500,30,Kitnet ,1,1,, ASA NORTE
2706,1.800,37,Apartamento ,1,1,1, AGUAS CLARAS
2707,1.200,28,Apartamento ,1,1,1, ASA SUL
2708,5.000,155,Apartamento ,3,1,1, ASA NORTE
2709,700,40,Kitnet ,1,,, TAGUATINGA
2710,1.300,27,Kitnet ,1,1,1, ASA NORTE
2711,1.000,41,Apartamento ,1,,, GUARA
2712,3.600,62,Apartamento ,3,1,, ASA SUL
2713,6.500,158,Apartamento ,3,1,1, ASA SUL
2714,950,22,Kitnet ,1,1,, ASA NORTE
2715,1.400,59,Apartamento ,2,1,1, CEILANDIA
2716,900,22,Kitnet ,1,1,1, SUDOESTE
2717,2.900,82,Apartamento ,3,1,1, AGUAS CLARAS
2718,1.400,25,Kitnet ,1,1,, ASA NORTE
2719,2.300,36,Apartamento ,1,,, ASA NORTE
2720,5.299,175,Apartamento ,3,2,1, ASA SUL
2721,1.100,65,Apartamento ,2,,, RIACHO FUNDO
2722,2.300,62,Apartamento ,3,1,, CRUZEIRO
2723,1.200,50,Apartamento ,2,,, NUCLEO BANDEIRANTE
2724,950,26,Kitnet ,1,1,, ASA NORTE
2725,1.400,32,Apartamento ,1,1,1, AGUAS CLARAS
2726,1.100,27,Kitnet ,1,1,, SUDOESTE
2727,6.000,131,Apartamento ,3,1,1, ASA SUL
2728,5.600,119,Apartamento ,3,1,, ASA NORTE
2729,2.800,53,Apartamento ,2,1,, LAGO NORTE
2730,800,30,Apartamento ,1,,, TAGUATINGA
2731,2.000,41,Apartamento ,1,1,1, PARK SUL
2732,850,56,Apartamento ,2,1,, TAGUATINGA
2733,1.250,60,Apartamento ,2,,, VARJAO
2734,1.200,26,Kitnet ,1,1,1, PARK SUL
2735,5.000,104,Apartamento ,3,1,1, SUDOESTE
2736,1.400,60,Apartamento ,2,1,, SAMAMBAIA
2737,850,32,Apartamento ,1,,, SAMAMBAIA
2738,1.850,70,Apartamento ,3,1,1, GAMA
2739,4.500,72,Apartamento ,2,1,1, SUDOESTE
2740,5.000,60,Apartamento ,2,1,2, ASA NORTE
2741,1.100,32,Apartamento ,1,,, ASA NORTE
2742,1.100,30,Kitnet ,1,1,, ASA NORTE
2743,1.000,32,Kitnet ,1,,, ASA NORTE
2744,4.500,85,Apartamento ,3,,, ASA SUL
2745,1.000,55,Apartamento ,2,,, TAGUATINGA
2746,900,30,Apartamento ,1,,, GUARA
2747,3.100,95,Apartamento ,3,1,, ASA NORTE
2748,2.300,60,Apartamento ,2,1,1, AGUAS CLARAS
2749,3.200,67,Apartamento ,3,1,1, AGUAS CLARAS
2750,1.000,26,Kitnet ,1,1,, ASA NORTE
2751,900,36,Apartamento ,1,,, GUARA
2752,2.300,75,Apartamento ,2,,, ASA NORTE
2753,600,20,Kitnet ,1,,, ASA NORTE
2754,2.350,82,Apartamento ,2,1,1, AGUAS CLARAS
2755,1.100,30,Apartamento ,1,1,, AGUAS CLARAS
2756,780,65,Apartamento ,2,1,, TAGUATINGA
2757,850,30,Apartamento ,1,1,1, SUDOESTE
2758,2.750,63,Apartamento ,2,1,1, OCTOGONAL
2759,4.800,150,Apartamento ,3,1,2, AGUAS CLARAS
2760,550,56,Apartamento ,2,,, VALPARAISO DE GOIAS
2761,800,35,Kitnet ,1,,, GUARA
2762,800,30,Apartamento ,1,,, ASA NORTE
2763,1.100,27,Kitnet ,1,,, PARK SUL
2764,650,45,Apartamento ,1,,, GUARA
2765,550,30,Kitnet ,1,1,, SAMAMBAIA
2766,1.100,35,Kitnet ,1,1,, ASA NORTE
2767,1.250,27,Apartamento ,1,,, AGUAS CLARAS
2768,2.000,75,Apartamento ,2,1,1, AGUAS CLARAS
2769,1.300,28,Apartamento ,1,1,1, ASA SUL
2770,1.500,60,Apartamento ,2,1,, GUARA
2771,1.000,56,Apartamento ,2,1,, VALPARAISO DE GOIAS
2772,2.100,48,Apartamento ,1,1,, ASA NORTE
2773,1.000,55,Apartamento ,2,,, ASA SUL
2774,7.200,126,Apartamento ,3,3,2, NOROESTE
2775,1.500,32,Kitnet ,1,1,, NOROESTE
2776,3.400,26,Kitnet ,1,1,1, SUDOESTE
2777,1.100,27,Kitnet ,1,1,, SUDOESTE
2778,1.500,30,Apartamento ,1,1,1, AGUAS CLARAS
2779,1.500,45,Apartamento ,1,1,, AGUAS CLARAS
2780,1.100,60,Apartamento ,2,,, VICENTE PIRES
2781,3.100,70,Apartamento ,2,1,, ASA NORTE
2782,4.000,170,Apartamento ,3,1,1, AGUAS CLARAS
2783,950,48,Apartamento ,2,,, GUARA
2784,4.200,110,Apartamento ,3,2,1, ASA NORTE
2785,2.500,37,Apartamento ,1,,, ASA SUL
2786,600,18,Kitnet ,1,,, ASA SUL
2787,3.500,80,Apartamento ,2,1,, ASA NORTE
2788,800,43,Apartamento ,1,,, ASA NORTE
2789,1.000,27,Kitnet ,1,1,, LAGO NORTE
2790,3.400,144,Apartamento ,3,1,1, AGUAS CLARAS
2791,3.600,130,Apartamento ,3,,, ASA SUL
2792,1.050,50,Apartamento ,2,,, RECANTO DAS EMAS
2793,1.150,26,Kitnet ,1,,, SUDOESTE
2794,7.000,155,Apartamento ,3,2,2, ASA SUL
2795,2.500,79,Apartamento ,3,2,1, AGUAS CLARAS
2796,900,28,Apartamento ,1,,, GUARA
2797,2.400,48,Apartamento ,1,1,, JARDINS MANGUEIRAL
2798,1.220,34,Kitnet ,1,1,, ASA NORTE
2799,8.500,171,Apartamento ,4,4,4, NOROESTE
2800,1.650,32,Kitnet ,1,1,, LAGO NORTE
2801,3.600,75,Apartamento ,1,1,1, ASA NORTE
2802,6.400,167,Apartamento ,4,1,1, ASA SUL
2803,1.100,46,Apartamento ,2,1,, JARDINS MANGUEIRAL
2804,800,50,Apartamento ,2,,, AGUAS CLARAS
2805,1.200,25,Kitnet ,1,1,, ASA SUL
2806,1.900,55,Apartamento ,1,1,, ASA SUL
2807,5.490,158,Apartamento ,3,2,1, ASA SUL
2808,650,33,Apartamento ,1,,, AGUAS CLARAS
2809,1.650,40,Apartamento ,1,1,, ASA NORTE
2810,5.800,101,Apartamento ,3,1,1, NOROESTE
2811,1.000,30,Kitnet ,1,,, SUDOESTE
2812,1.200,31,Apartamento ,1,,, ASA SUL
2813,1.650,62,Apartamento ,2,1,, SAMAMBAIA
2814,630,45,Apartamento ,1,1,, SAMAMBAIA
2815,7.500,152,Apartamento ,4,4,3, NOROESTE
2816,2.000,59,Apartamento ,2,1,1, AGUAS CLARAS
2817,2.100,45,Apartamento ,1,,, ASA NORTE
2818,1.700,52,Apartamento ,2,1,1, TAGUATINGA
2819,1.200,68,Apartamento ,1,1,, LAGO NORTE
2820,1.370,46,Apartamento ,1,,, ASA NORTE
2821,2.200,56,Apartamento ,1,1,1, AGUAS CLARAS
2822,1.600,27,Kitnet ,1,1,1, LAGO NORTE
2823,1.200,28,Kitnet ,1,1,, ASA SUL
2824,1.300,25,Apartamento ,1,1,, ASA NORTE
2825,1.150,30,Kitnet ,1,1,, SUDOESTE
2826,1.100,58,Apartamento ,2,,, NUCLEO BANDEIRANTE
2827,2.700,67,Apartamento ,2,,, ASA NORTE
2828,1.100,60,Apartamento ,2,,, CEILANDIA
2829,1.300,28,Apartamento ,1,1,1, AGUAS CLARAS
2830,1.950,58,Apartamento ,1,1,1, LAGO NORTE
2831,750,26,Kitnet ,1,1,, ASA NORTE
2832,4.000,94,Apartamento ,3,1,1, ASA NORTE
2833,1.000,40,Apartamento ,2,,, TAGUATINGA
2834,3.050,35,Apartamento ,2,1,, ASA SUL
2835,1.400,41,Apartamento ,1,,, ASA NORTE
2836,1.500,59,Apartamento ,3,,, GUARA
2837,1.500,27,Kitnet ,1,1,, SUDOESTE
2838,1.500,33,Kitnet ,1,1,, LAGO NORTE
2839,900,26,Kitnet ,1,,, ASA NORTE
2840,2.000,78,Apartamento ,3,1,1, AGUAS CLARAS
2841,3.400,87,Apartamento ,3,1,2, GUARA
2842,1.100,44,Apartamento ,1,1,, ASA NORTE
2843,850,26,Kitnet ,1,,, ASA NORTE
2844,600,30,Apartamento ,1,,, TAGUATINGA
2845,1.000,60,Apartamento ,2,1,, RIACHO FUNDO
2846,2.500,27,Apartamento ,1,1,1, PARK SUL
2847,1.150,24,Apartamento ,1,,, SUDOESTE
2848,6.150,202,Apartamento ,3,2,2, ASA NORTE
2849,1.750,43,Apartamento ,1,1,, AGUAS CLARAS
2850,1.700,63,Apartamento ,3,,, CRUZEIRO
2851,2.800,61,Apartamento ,2,2,, LAGO NORTE
2852,950,27,Kitnet ,1,1,, ASA NORTE
2853,1.400,30,Apartamento ,1,,, ASA NORTE
2854,3.650,100,Apartamento ,3,1,2, SUDOESTE
2855,1.790,42,Apartamento ,1,1,1, LAGO NORTE
2856,950,26,Kitnet ,1,,, ASA NORTE
2857,1.300,25,Kitnet ,1,1,, ASA SUL
2858,7.000,138,Apartamento ,3,1,, ASA NORTE
2859,680,28,Kitnet ,1,,, LAGO NORTE
2860,6.150,202,Apartamento ,3,2,2, ASA NORTE
2861,10.000,210,Apartamento ,4,1,2, ASA SUL
2862,900,32,Kitnet ,1,1,, LAGO NORTE
2863,1.900,65,Apartamento ,2,1,1, AGUAS CLARAS
2864,1.900,40,Apartamento ,1,1,1, ASA NORTE
2865,4.000,80,Apartamento ,3,1,, ASA SUL
2866,1.500,27,Kitnet ,1,,, SUDOESTE
2867,700,34,Apartamento ,1,,, RIACHO FUNDO
2868,3.300,120,Apartamento ,3,,, ASA SUL
2869,3.400,26,Apartamento ,1,1,1, SUDOESTE
2870,1.185,32,Apartamento ,1,,, ASA SUL
2871,1.300,36,Apartamento ,1,1,1, TAGUATINGA
2872,800,41,Apartamento ,1,1,, SETOR INDUSTRIAL
2873,2.950,87,Apartamento ,3,2,2, CEILANDIA
2874,1.150,40,Apartamento ,1,1,, ASA NORTE
2875,2.200,54,Apartamento ,2,2,1, AGUAS CLARAS
2876,2.500,64,Apartamento ,1,1,1, LAGO NORTE
2877,820,27,Kitnet ,1,,, ASA NORTE
2878,2.100,56,Apartamento ,2,1,1, AGUAS CLARAS
2879,1.100,30,Apartamento ,1,1,1, SAMAMBAIA
2880,6.700,115,Apartamento ,4,,, NOROESTE
2881,1.100,33,Apartamento ,1,1,, SUDOESTE
2882,1.500,60,Apartamento ,2,1,1, AGUAS CLARAS
2883,2.000,81,Apartamento ,2,,, SOBRADINHO
